Epoch,Modified period,Transit peak
3.490000000000000000e+02,4.049126671382509812e+00,8.674431124022248696e+03
3.500000000000000000e+02,4.049401942564145429e+00,8.678480250693632115e+03
3.510000000000000000e+02,4.049608378986704338e+00,8.682529652636196261e+03
3.520000000000000000e+02,4.049321065235744754e+00,8.686579261015183874e+03
3.530000000000000000e+02,4.049382591252651764e+00,8.690628582080418710e+03
3.540000000000000000e+02,4.049601222400269762e+00,8.694677964671671361e+03
3.550000000000000000e+02,4.049219869631997426e+00,8.698727565894070722e+03
3.560000000000000000e+02,4.049341784324496984e+00,8.702776785763704538e+03
3.570000000000000000e+02,4.049513260470121168e+00,8.706826127548029035e+03
3.580000000000000000e+02,4.049299351087029208e+00,8.710875640808499156e+03
3.590000000000000000e+02,4.049494597295051790e+00,8.714924940159584366e+03
3.600000000000000000e+02,4.049530517718267220e+00,8.718974434756881237e+03
3.610000000000000000e+02,4.049473620958451647e+00,8.723023965274598595e+03
3.620000000000000000e+02,4.049406898578126857e+00,8.727073438895557047e+03
3.630000000000000000e+02,4.049460579204605892e+00,8.731122845794136083e+03
3.640000000000000000e+02,4.049387271440537006e+00,8.735172306373340689e+03
3.650000000000000000e+02,4.049370295817425358e+00,8.739221693644780316e+03
3.660000000000000000e+02,4.049444888838479528e+00,8.743271063940597742e+03
3.670000000000000000e+02,4.049503684112096380e+00,8.747320508829436221e+03
3.680000000000000000e+02,4.049520284269419790e+00,8.751370012513547408e+03
3.690000000000000000e+02,4.049412651183956768e+00,8.755419532797817737e+03
3.700000000000000000e+02,4.049627734229034104e+00,8.759468945449001694e+03
3.710000000000000000e+02,4.049364545043317776e+00,8.763518573183231638e+03
3.720000000000000000e+02,4.049314298370518372e+00,8.767567937728274046e+03
3.730000000000000000e+02,4.049578999090954312e+00,8.771617252026644564e+03
3.740000000000000000e+02,4.049341063788233441e+00,8.775666831025735519e+03
3.750000000000000000e+02,4.049376141720131272e+00,8.779716172089523752e+03
3.760000000000000000e+02,4.049696130825395812e+00,8.783765548231243883e+03
3.770000000000000000e+02,4.049454132539722195e+00,8.787815244362069279e+03
3.780000000000000000e+02,4.049288717949821148e+00,8.791864698494609911e+03
3.790000000000000000e+02,4.049752905912100687e+00,8.795913987212559732e+03
3.800000000000000000e+02,4.049256477333074145e+00,8.799963740118470014e+03
3.810000000000000000e+02,4.049197266768715053e+00,8.804012996595803997e+03
3.820000000000000000e+02,4.049758319945794938e+00,8.808062193862573622e+03
3.830000000000000000e+02,4.049251745551373460e+00,8.812111952182518507e+03
3.840000000000000000e+02,4.049319783553983143e+00,8.816161203928069881e+03
3.850000000000000000e+02,4.049833500670501962e+00,8.820210523711622955e+03
